Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
819	2.0000	1.2369	1.2315
820	1.0000	0.6184	0.6158
821	2.0000	1.2369	1.2315
822	1.0000	0.6184	0.6158
823	1.0000	0.6184	0.6158
824	2.0000	1.2369	1.2315
825	2.0000	1.2369	1.2315
826	2.0000	1.2369	1.2315
827	2.0000	1.2369	1.2315
828	2.0000	1.2369	1.2315
829	2.0000	1.2369	1.2315
830	1.0000	0.6184	0.6158
831	2.0000	1.2369	1.2315
832	1.0000	0.6184	0.6158
833	1.0000	0.6184	0.6158
834	2.0000	1.2369	1.2315
835	1.0000	0.6184	0.6158
836	2.0000	1.2369	1.2315
837	1.0000	0.6184	0.6158
838	2.0000	1.2369	1.2315
839	1.0000	0.6184	0.6158
840	2.0000	1.2369	1.2315
841	1.0000	0.6184	0.6158
842	2.0000	1.2369	1.2315
843	1.0000	0.6184	0.6158
844	2.0000	1.2369	1.2315
845	1.0000	0.6184	0.6158
846	2.0000	1.2369	1.2315
847	2.0000	1.2369	1.2315
848	1.0000	0.6184	0.6158
849	2.0000	1.2369	1.2315
850	2.0000	1.2369	1.2315
851	2.0000	1.2369	1.2315
852	1.0000	0.6184	0.6158
853	1.0000	0.6184	0.6158
854	2.0000	1.2369	1.2315
855	1.0000	0.6184	0.6158
856	1.0000	0.6184	0.6158
857	2.0000	1.2369	1.2315
858	1.0000	0.6184	0.6158
859	2.0000	1.2369	1.2315
860	2.0000	1.2369	1.2315
861	2.0000	1.2369	1.2315
862	2.0000	1.2369	1.2315
863	0.0000	0.0000	0.0000
864	2.0000	1.2369	1.2315
865	2.0000	1.2369	1.2315
866	1.0000	0.6184	0.6158
867	2.0000	1.2369	1.2315
868	2.0000	1.2369	1.2315
869	2.0000	1.2369	1.2315
870	2.0000	1.2369	1.2315
871	2.0000	1.2369	1.2315
872	1.0000	0.6184	0.6158
873	1.0000	0.6184	0.6158
874	2.0000	1.2369	1.2315
875	2.0000	1.2369	1.2315
876	2.0000	1.2369	1.2315
877	2.0000	1.2369	1.2315
878	2.0000	1.2369	1.2315
879	2.0000	1.2369	1.2315
880	2.0000	1.2369	1.2315
881	2.0000	1.2369	1.2315
882	0.0000	0.0000	0.0000
883	2.0000	1.2369	1.2315
884	1.0000	0.6184	0.6158
885	0.0000	0.0000	0.0000
886	1.0000	0.6184	0.6158
887	2.0000	1.2369	1.2315
888	1.0000	0.6184	0.6158
889	2.0000	1.2369	1.2315
890	0.0000	0.0000	0.0000
891	2.0000	1.2369	1.2315
892	2.0000	1.2369	1.2315
893	2.0000	1.2369	1.2315
894	2.0000	1.2369	1.2315
895	2.0000	1.2369	1.2315
896	1.0000	0.6184	0.6158
897	1.0000	0.6184	0.6158
898	2.0000	1.2369	1.2315
899	1.0000	0.6184	0.6158
900	2.0000	1.2369	1.2315
901	1.0000	0.6184	0.6158
902	2.0000	1.2369	1.2315
903	2.0000	1.2369	1.2315
904	2.0000	1.2369	1.2315
905	1.0000	0.6184	0.6158
906	2.0000	1.2369	1.2315
907	1.0000	0.6184	0.6158
908	2.0000	1.2369	1.2315
909	2.0000	1.2369	1.2315
910	2.0000	1.2369	1.2315
911	0.0000	0.0000	0.0000
912	2.0000	1.2369	1.2315
913	2.0000	1.2369	1.2315
914	2.0000	1.2369	1.2315
915	2.0000	1.2369	1.2315
916	2.0000	1.2369	1.2315
917	2.0000	1.2369	1.2315
918	2.0000	1.2369	1.2315
919	2.0000	1.2369	1.2315
920	1.0000	0.6184	0.6158
921	2.0000	1.2369	1.2315
922	2.0000	1.2369	1.2315
923	2.0000	1.2369	1.2315
924	2.0000	1.2369	1.2315
925	2.0000	1.2369	1.2315
926	1.0000	0.6184	0.6158
927	2.0000	1.2369	1.2315
928	2.0000	1.2369	1.2315
929	2.0000	1.2369	1.2315
930	2.0000	1.2369	1.2315
931	2.0000	1.2369	1.2315
932	2.0000	1.2369	1.2315
933	2.0000	1.2369	1.2315
934	1.0000	0.6184	0.6158
935	2.0000	1.2369	1.2315
936	1.0000	0.6184	0.6158
937	2.0000	1.2369	1.2315
938	2.0000	1.2369	1.2315
939	2.0000	1.2369	1.2315
940	1.0000	0.6184	0.6158
941	1.0000	0.6184	0.6158
942	2.0000	1.2369	1.2315
943	2.0000	1.2369	1.2315
944	2.0000	1.2369	1.2315
945	1.0000	0.6184	0.6158
946	2.0000	1.2369	1.2315
947	2.0000	1.2369	1.2315
948	2.0000	1.2369	1.2315
949	2.0000	1.2369	1.2315
950	2.0000	1.2369	1.2315
951	0.0000	0.0000	0.0000
952	2.0000	1.2369	1.2315
953	2.0000	1.2369	1.2315
954	1.0000	0.6184	0.6158
955	2.0000	1.2369	1.2315
956	1.0000	0.6184	0.6158
957	1.0000	0.6184	0.6158
958	2.0000	1.2369	1.2315
959	2.0000	1.2369	1.2315
960	2.0000	1.2369	1.2315
961	2.0000	1.2369	1.2315
962	1.0000	0.6184	0.6158
963	2.0000	1.2369	1.2315
964	2.0000	1.2369	1.2315
965	1.0000	0.6184	0.6158
966	2.0000	1.2369	1.2315
967	2.0000	1.2369	1.2315
968	1.0000	0.6184	0.6158
969	1.0000	0.6184	0.6158
970	2.0000	1.2369	1.2315
971	2.0000	1.2369	1.2315
972	2.0000	1.2369	1.2315
973	2.0000	1.2369	1.2315
974	2.0000	1.2369	1.2315
975	1.0000	0.6184	0.6158
976	2.0000	1.2369	1.2315
977	2.0000	1.2369	1.2315
978	2.0000	1.2369	1.2315
979	2.0000	1.2369	1.2315
980	1.0000	0.6184	0.6158
981	2.0000	1.2369	1.2315
982	2.0000	1.2369	1.2315
983	2.0000	1.2369	1.2315
984	2.0000	1.2369	1.2315
985	2.0000	1.2369	1.2315
986	2.0000	1.2369	1.2315
987	2.0000	1.2369	1.2315
988	1.0000	0.6184	0.6158
989	1.0000	0.6184	0.6158
990	1.0000	0.6184	0.6158
991	2.0000	1.2369	1.2315
992	2.0000	1.2369	1.2315
993	2.0000	1.2369	1.2315
994	1.0000	0.6184	0.6158
995	2.0000	1.2369	1.2315
996	2.0000	1.2369	1.2315
997	1.0000	0.6184	0.6158
998	2.0000	1.2369	1.2315
999	2.0000	1.2369	1.2315
1000	2.0000	1.2369	1.2315
1001	1.0000	0.6184	0.6158
1002	2.0000	1.2369	1.2315
1003	2.0000	1.2369	1.2315
1004	1.0000	0.6184	0.6158
1005	2.0000	1.2369	1.2315
1006	1.0000	0.6184	0.6158
1007	2.0000	1.2369	1.2315
1008	2.0000	1.2369	1.2315
1009	2.0000	1.2369	1.2315
1010	2.0000	1.2369	1.2315
1011	2.0000	1.2369	1.2315
1012	2.0000	1.2369	1.2315
1013	2.0000	1.2369	1.2315
1014	2.0000	1.2369	1.2315
1015	2.0000	1.2369	1.2315
1016	2.0000	1.2369	1.2315
1017	2.0000	1.2369	1.2315
1018	2.0000	1.2369	1.2315
1019	1.0000	0.6184	0.6158
1020	1.0000	0.6184	0.6158
1021	2.0000	1.2369	1.2315
1022	2.0000	1.2369	1.2315
1023	2.0000	1.2369	1.2315
1024	2.0000	1.2369	1.2315
1025	2.0000	1.2369	1.2315
1026	2.0000	1.2369	1.2315
1027	2.0000	1.2369	1.2315
1028	2.0000	1.2369	1.2315
1029	2.0000	1.2369	1.2315
1030	1.0000	0.6184	0.6158
1031	2.0000	1.2369	1.2315
1032	2.0000	1.2369	1.2315
1033	2.0000	1.2369	1.2315
1034	2.0000	1.2369	1.2315
1035	2.0000	1.2369	1.2315
1036	2.0000	1.2369	1.2315
1037	2.0000	1.2369	1.2315
1038	1.0000	0.6184	0.6158
1039	2.0000	1.2369	1.2315
1040	2.0000	1.2369	1.2315
1041	0.0000	0.0000	0.0000
1042	1.0000	0.6184	0.6158
1043	2.0000	1.2369	1.2315
1044	2.0000	1.2369	1.2315
1045	2.0000	1.2369	1.2315
1046	1.0000	0.6184	0.6158
1047	2.0000	1.2369	1.2315
1048	1.0000	0.6184	0.6158
1049	2.0000	1.2369	1.2315
1050	2.0000	1.2369	1.2315
1051	1.0000	0.6184	0.6158
1052	1.0000	0.6184	0.6158
1053	2.0000	1.2369	1.2315
1054	0.0000	0.0000	0.0000
1055	2.0000	1.2369	1.2315
1056	2.0000	1.2369	1.2315
1057	2.0000	1.2369	1.2315
1058	2.0000	1.2369	1.2315
1059	1.0000	0.6184	0.6158
1060	1.0000	0.6184	0.6158
1061	2.0000	1.2369	1.2315
1062	2.0000	1.2369	1.2315
1063	1.0000	0.6184	0.6158
1064	2.0000	1.2369	1.2315
1065	2.0000	1.2369	1.2315
1066	2.0000	1.2369	1.2315
1067	2.0000	1.2369	1.2315
1068	2.0000	1.2369	1.2315
1069	2.0000	1.2369	1.2315
1070	2.0000	1.2369	1.2315
1071	2.0000	1.2369	1.2315
1072	2.0000	1.2369	1.2315
1073	1.0000	0.6184	0.6158
1074	2.0000	1.2369	1.2315
1075	2.0000	1.2369	1.2315
1076	2.0000	1.2369	1.2315
1077	1.0000	0.6184	0.6158
1078	0.0000	0.0000	0.0000
1079	2.0000	1.2369	1.2315
1080	2.0000	1.2369	1.2315
1081	2.0000	1.2369	1.2315
1082	2.0000	1.2369	1.2315
1083	2.0000	1.2369	1.2315
1084	2.0000	1.2369	1.2315
1085	1.0000	0.6184	0.6158
1086	2.0000	1.2369	1.2315
1087	2.0000	1.2369	1.2315
1088	2.0000	1.2369	1.2315
1089	1.0000	0.6184	0.6158
1090	2.0000	1.2369	1.2315
1091	1.0000	0.6184	0.6158
1092	2.0000	1.2369	1.2315
1093	2.0000	1.2369	1.2315
1094	2.0000	1.2369	1.2315
1095	1.0000	0.6184	0.6158
1096	2.0000	1.2369	1.2315
1097	1.0000	0.6184	0.6158
1098	1.0000	0.6184	0.6158
1099	2.0000	1.2369	1.2315
1100	1.0000	0.6184	0.6158
1101	2.0000	1.2369	1.2315
1102	2.0000	1.2369	1.2315
1103	2.0000	1.2369	1.2315
1104	1.0000	0.6184	0.6158
1105	2.0000	1.2369	1.2315
1106	2.0000	1.2369	1.2315
1107	2.0000	1.2369	1.2315
1108	1.0000	0.6184	0.6158
1109	2.0000	1.2369	1.2315
1110	2.0000	1.2369	1.2315
1111	2.0000	1.2369	1.2315
1112	2.0000	1.2369	1.2315
1113	1.0000	0.6184	0.6158
1114	1.0000	0.6184	0.6158
1115	1.0000	0.6184	0.6158
1116	1.0000	0.6184	0.6158
1117	1.0000	0.6184	0.6158
1118	1.0000	0.6184	0.6158
1119	2.0000	1.2369	1.2315
1120	0.0000	0.0000	0.0000
1121	0.0000	0.0000	0.0000
1122	2.0000	1.2369	1.2315
1123	2.0000	1.2369	1.2315
1124	1.0000	0.6184	0.6158
1125	2.0000	1.2369	1.2315
1126	1.0000	0.6184	0.6158
1127	2.0000	1.2369	1.2315
1128	1.0000	0.6184	0.6158
1129	2.0000	1.2369	1.2315
1130	2.0000	1.2369	1.2315
1131	2.0000	1.2369	1.2315
1132	2.0000	1.2369	1.2315
1133	2.0000	1.2369	1.2315
1134	2.0000	1.2369	1.2315
1135	1.0000	0.6184	0.6158
1136	2.0000	1.2369	1.2315
1137	2.0000	1.2369	1.2315
1138	1.0000	0.6184	0.6158
1139	2.0000	1.2369	1.2315
1140	2.0000	1.2369	1.2315
1141	2.0000	1.2369	1.2315
1142	0.0000	0.0000	0.0000
1143	2.0000	1.2369	1.2315
1144	2.0000	1.2369	1.2315
1145	1.0000	0.6184	0.6158
1146	1.0000	0.6184	0.6158
1147	1.0000	0.6184	0.6158
1148	2.0000	1.2369	1.2315
1149	2.0000	1.2369	1.2315
1150	2.0000	1.2369	1.2315
1151	2.0000	1.2369	1.2315
1152	1.0000	0.6184	0.6158
1153	2.0000	1.2369	1.2315
1154	1.0000	0.6184	0.6158
1155	2.0000	1.2369	1.2315
1156	1.0000	0.6184	0.6158
1157	1.0000	0.6184	0.6158
1158	2.0000	1.2369	1.2315
1159	1.0000	0.6184	0.6158
1160	2.0000	1.2369	1.2315
1161	1.0000	0.6184	0.6158
1162	2.0000	1.2369	1.2315
1163	2.0000	1.2369	1.2315
1164	2.0000	1.2369	1.2315
1165	1.0000	0.6184	0.6158
1166	2.0000	1.2369	1.2315
1167	1.0000	0.6184	0.6158
1168	2.0000	1.2369	1.2315
1169	2.0000	1.2369	1.2315
1170	0.0000	0.0000	0.0000
1171	1.0000	0.6184	0.6158
1172	2.0000	1.2369	1.2315
1173	2.0000	1.2369	1.2315
1174	1.0000	0.6184	0.6158
1175	2.0000	1.2369	1.2315
1176	1.0000	0.6184	0.6158
1177	2.0000	1.2369	1.2315
1178	2.0000	1.2369	1.2315
1179	2.0000	1.2369	1.2315
1180	2.0000	1.2369	1.2315
1181	1.0000	0.6184	0.6158
1182	2.0000	1.2369	1.2315
1183	1.0000	0.6184	0.6158
1184	2.0000	1.2369	1.2315
1185	2.0000	1.2369	1.2315
1186	2.0000	1.2369	1.2315
1187	2.0000	1.2369	1.2315
1188	1.0000	0.6184	0.6158
1189	1.0000	0.6184	0.6158
1190	1.0000	0.6184	0.6158
1191	2.0000	1.2369	1.2315
1192	1.0000	0.6184	0.6158
1193	1.0000	0.6184	0.6158
1194	2.0000	1.2369	1.2315
1195	2.0000	1.2369	1.2315
1196	2.0000	1.2369	1.2315
1197	1.0000	0.6184	0.6158
1198	2.0000	1.2369	1.2315
1199	2.0000	1.2369	1.2315
1200	2.0000	1.2369	1.2315
1201	2.0000	1.2369	1.2315
1202	1.0000	0.6184	0.6158
1203	2.0000	1.2369	1.2315
1204	2.0000	1.2369	1.2315
1205	2.0000	1.2369	1.2315
1206	2.0000	1.2369	1.2315
1207	2.0000	1.2369	1.2315
1208	2.0000	1.2369	1.2315
1209	2.0000	1.2369	1.2315
1210	2.0000	1.2369	1.2315
1211	1.0000	0.6184	0.6158
1212	2.0000	1.2369	1.2315
1213	2.0000	1.2369	1.2315
1214	2.0000	1.2369	1.2315
1215	1.0000	0.6184	0.6158
1216	1.0000	0.6184	0.6158
1217	2.0000	1.2369	1.2315
1218	0.0000	0.0000	0.0000
1219	1.0000	0.6184	0.6158
1220	2.0000	1.2369	1.2315
1221	1.0000	0.6184	0.6158
1222	2.0000	1.2369	1.2315
1223	2.0000	1.2369	1.2315
1224	2.0000	1.2369	1.2315
1225	0.0000	0.0000	0.0000
1226	1.0000	0.6184	0.6158
1227	2.0000	1.2369	1.2315
1228	2.0000	1.2369	1.2315
1229	2.0000	1.2369	1.2315
1230	2.0000	1.2369	1.2315
1231	2.0000	1.2369	1.2315
1232	2.0000	1.2369	1.2315
1233	2.0000	1.2369	1.2315
1234	2.0000	1.2369	1.2315
1235	2.0000	1.2369	1.2315
1236	2.0000	1.2369	1.2315
1237	2.0000	1.2369	1.2315
1238	2.0000	1.2369	1.2315
1239	2.0000	1.2369	1.2315
1240	1.0000	0.6184	0.6158
1241	2.0000	1.2369	1.2315
1242	2.0000	1.2369	1.2315
1243	2.0000	1.2369	1.2315
1244	2.0000	1.2369	1.2315
1245	2.0000	1.2369	1.2315
1246	2.0000	1.2369	1.2315
1247	0.0000	0.0000	0.0000
1248	2.0000	1.2369	1.2315
1249	2.0000	1.2369	1.2315
1250	2.0000	1.2369	1.2315
1251	2.0000	1.2369	1.2315
1252	2.0000	1.2369	1.2315
1253	2.0000	1.2369	1.2315
1254	0.0000	0.0000	0.0000
1255	0.0000	0.0000	0.0000
1256	2.0000	1.2369	1.2315
1257	1.0000	0.6184	0.6158
1258	2.0000	1.2369	1.2315
1259	2.0000	1.2369	1.2315
1260	2.0000	1.2369	1.2315
1261	2.0000	1.2369	1.2315
1262	1.0000	0.6184	0.6158
1263	2.0000	1.2369	1.2315
1264	1.0000	0.6184	0.6158
1265	1.0000	0.6184	0.6158
1266	1.0000	0.6184	0.6158
1267	2.0000	1.2369	1.2315
1268	1.0000	0.6184	0.6158
1269	2.0000	1.2369	1.2315
1270	2.0000	1.2369	1.2315
1271	1.0000	0.6184	0.6158
1272	1.0000	0.6184	0.6158
1273	1.0000	0.6184	0.6158
1274	2.0000	1.2369	1.2315
1275	2.0000	1.2369	1.2315
1276	2.0000	1.2369	1.2315
1277	0.0000	0.0000	0.0000
1278	1.0000	0.6184	0.6158
1279	1.0000	0.6184	0.6158
1280	2.0000	1.2369	1.2315
1281	2.0000	1.2369	1.2315
1282	2.0000	1.2369	1.2315
1283	2.0000	1.2369	1.2315
1284	2.0000	1.2369	1.2315
1285	2.0000	1.2369	1.2315
1286	2.0000	1.2369	1.2315
1287	2.0000	1.2369	1.2315
1288	1.0000	0.6184	0.6158
1289	2.0000	1.2369	1.2315
1290	1.0000	0.6184	0.6158
1291	2.0000	1.2369	1.2315
1292	2.0000	1.2369	1.2315
1293	2.0000	1.2369	1.2315
1294	2.0000	1.2369	1.2315
1295	2.0000	1.2369	1.2315
1296	2.0000	1.2369	1.2315
1297	2.0000	1.2369	1.2315
1298	1.0000	0.6184	0.6158
1299	2.0000	1.2369	1.2315
1300	2.0000	1.2369	1.2315
1301	2.0000	1.2369	1.2315
1302	2.0000	1.2369	1.2315
1303	1.0000	0.6184	0.6158
1304	1.0000	0.6184	0.6158
1305	2.0000	1.2369	1.2315
1306	2.0000	1.2369	1.2315
1307	2.0000	1.2369	1.2315
1308	1.0000	0.6184	0.6158
1309	2.0000	1.2369	1.2315
1310	2.0000	1.2369	1.2315
1311	2.0000	1.2369	1.2315
1312	2.0000	1.2369	1.2315
1313	2.0000	1.2369	1.2315
1314	1.0000	0.6184	0.6158
1315	0.0000	0.0000	0.0000
1316	1.0000	0.6184	0.6158
1317	2.0000	1.2369	1.2315
1318	2.0000	1.2369	1.2315
1319	2.0000	1.2369	1.2315
1320	2.0000	1.2369	1.2315
1321	2.0000	1.2369	1.2315
1322	1.0000	0.6184	0.6158
1323	1.0000	0.6184	0.6158
1324	2.0000	1.2369	1.2315
1325	2.0000	1.2369	1.2315
1326	2.0000	1.2369	1.2315
1327	2.0000	1.2369	1.2315
1328	2.0000	1.2369	1.2315
1329	1.0000	0.6184	0.6158
1330	1.0000	0.6184	0.6158
1331	2.0000	1.2369	1.2315
1332	2.0000	1.2369	1.2315
1333	2.0000	1.2369	1.2315
1334	2.0000	1.2369	1.2315
1335	1.0000	0.6184	0.6158
1336	0.0000	0.0000	0.0000
1337	2.0000	1.2369	1.2315
1338	2.0000	1.2369	1.2315
1339	2.0000	1.2369	1.2315
1340	1.0000	0.6184	0.6158
1341	2.0000	1.2369	1.2315
1342	2.0000	1.2369	1.2315
1343	2.0000	1.2369	1.2315
1344	1.0000	0.6184	0.6158
1345	2.0000	1.2369	1.2315
1346	1.0000	0.6184	0.6158
1347	2.0000	1.2369	1.2315
1348	2.0000	1.2369	1.2315
1349	2.0000	1.2369	1.2315
1350	1.0000	0.6184	0.6158
1351	1.0000	0.6184	0.6158
1352	1.0000	0.6184	0.6158
1353	1.0000	0.6184	0.6158
1354	1.0000	0.6184	0.6158
1355	2.0000	1.2369	1.2315
1356	2.0000	1.2369	1.2315
1357	1.0000	0.6184	0.6158
1358	2.0000	1.2369	1.2315
1359	1.0000	0.6184	0.6158
1360	2.0000	1.2369	1.2315
1361	2.0000	1.2369	1.2315
1362	2.0000	1.2369	1.2315
1363	2.0000	1.2369	1.2315
1364	1.0000	0.6184	0.6158
1365	2.0000	1.2369	1.2315
1366	2.0000	1.2369	1.2315
1367	1.0000	0.6184	0.6158
1368	2.0000	1.2369	1.2315
1369	2.0000	1.2369	1.2315
1370	2.0000	1.2369	1.2315
1371	2.0000	1.2369	1.2315
1372	2.0000	1.2369	1.2315
1373	1.0000	0.6184	0.6158
1374	2.0000	1.2369	1.2315
1375	2.0000	1.2369	1.2315
1376	0.0000	0.0000	0.0000
1377	2.0000	1.2369	1.2315
1378	2.0000	1.2369	1.2315
1379	1.0000	0.6184	0.6158
1380	2.0000	1.2369	1.2315
1381	1.0000	0.6184	0.6158
1382	2.0000	1.2369	1.2315
1383	0.0000	0.0000	0.0000
1384	2.0000	1.2369	1.2315
1385	2.0000	1.2369	1.2315
1386	2.0000	1.2369	1.2315
1387	1.0000	0.6184	0.6158
1388	2.0000	1.2369	1.2315
1389	2.0000	1.2369	1.2315
1390	2.0000	1.2369	1.2315
1391	2.0000	1.2369	1.2315
1392	1.0000	0.6184	0.6158
1393	2.0000	1.2369	1.2315
1394	2.0000	1.2369	1.2315
1395	1.0000	0.6184	0.6158
1396	2.0000	1.2369	1.2315
1397	2.0000	1.2369	1.2315
1398	2.0000	1.2369	1.2315
1399	2.0000	1.2369	1.2315
1400	2.0000	1.2369	1.2315
1401	1.0000	0.6184	0.6158
1402	2.0000	1.2369	1.2315
1403	2.0000	1.2369	1.2315
1404	1.0000	0.6184	0.6158
1405	2.0000	1.2369	1.2315
1406	2.0000	1.2369	1.2315
1407	2.0000	1.2369	1.2315
1408	2.0000	1.2369	1.2315
1409	2.0000	1.2369	1.2315
1410	2.0000	1.2369	1.2315
1411	2.0000	1.2369	1.2315
1412	1.0000	0.6184	0.6158
1413	2.0000	1.2369	1.2315
1414	2.0000	1.2369	1.2315
1415	2.0000	1.2369	1.2315
1416	2.0000	1.2369	1.2315
1417	2.0000	1.2369	1.2315
1418	2.0000	1.2369	1.2315
1419	2.0000	1.2369	1.2315
1420	2.0000	1.2369	1.2315
1421	1.0000	0.6184	0.6158
1422	2.0000	1.2369	1.2315
1423	2.0000	1.2369	1.2315
1424	2.0000	1.2369	1.2315
1425	2.0000	1.2369	1.2315
1426	2.0000	1.2369	1.2315
1427	1.0000	0.6184	0.6158
1428	2.0000	1.2369	1.2315
1429	2.0000	1.2369	1.2315
1430	2.0000	1.2369	1.2315
1431	1.0000	0.6184	0.6158
1432	1.0000	0.6184	0.6158
1433	1.0000	0.6184	0.6158
1434	1.0000	0.6184	0.6158
1435	1.0000	0.6184	0.6158
1436	2.0000	1.2369	1.2315
1437	2.0000	1.2369	1.2315
1438	2.0000	1.2369	1.2315
1439	2.0000	1.2369	1.2315
1440	1.0000	0.6184	0.6158
1441	1.0000	0.6184	0.6158
1442	0.0000	0.0000	0.0000
1443	2.0000	1.2369	1.2315
1444	1.0000	0.6184	0.6158
1445	2.0000	1.2369	1.2315
1446	2.0000	1.2369	1.2315
1447	2.0000	1.2369	1.2315
1448	1.0000	0.6184	0.6158
1449	2.0000	1.2369	1.2315
1450	2.0000	1.2369	1.2315
1451	2.0000	1.2369	1.2315
1452	1.0000	0.6184	0.6158
1453	2.0000	1.2369	1.2315
1454	2.0000	1.2369	1.2315
1455	1.0000	0.6184	0.6158
1456	0.0000	0.0000	0.0000
1457	2.0000	1.2369	1.2315
1458	1.0000	0.6184	0.6158
1459	0.0000	0.0000	0.0000
1460	1.0000	0.6184	0.6158
1461	2.0000	1.2369	1.2315
1462	0.0000	0.0000	0.0000
1463	0.0000	0.0000	0.0000
1464	2.0000	1.2369	1.2315
1465	2.0000	1.2369	1.2315
1466	2.0000	1.2369	1.2315
1467	1.0000	0.6184	0.6158
1468	2.0000	1.2369	1.2315
1469	2.0000	1.2369	1.2315
1470	2.0000	1.2369	1.2315
1471	2.0000	1.2369	1.2315
1472	2.0000	1.2369	1.2315
1473	2.0000	1.2369	1.2315
1474	2.0000	1.2369	1.2315
1475	1.0000	0.6184	0.6158
1476	2.0000	1.2369	1.2315
1477	2.0000	1.2369	1.2315
1478	2.0000	1.2369	1.2315
1479	1.0000	0.6184	0.6158
1480	2.0000	1.2369	1.2315
1481	1.0000	0.6184	0.6158
1482	2.0000	1.2369	1.2315
1483	2.0000	1.2369	1.2315
1484	2.0000	1.2369	1.2315
1485	0.0000	0.0000	0.0000
1486	2.0000	1.2369	1.2315
1487	1.0000	0.6184	0.6158
1488	2.0000	1.2369	1.2315
1489	2.0000	1.2369	1.2315
1490	1.0000	0.6184	0.6158
1491	2.0000	1.2369	1.2315
1492	2.0000	1.2369	1.2315
1493	1.0000	0.6184	0.6158
1494	2.0000	1.2369	1.2315
1495	2.0000	1.2369	1.2315
1496	2.0000	1.2369	1.2315
1497	2.0000	1.2369	1.2315
1498	2.0000	1.2369	1.2315
1499	1.0000	0.6184	0.6158
1500	0.0000	0.0000	0.0000
1501	2.0000	1.2369	1.2315
1502	2.0000	1.2369	1.2315
1503	2.0000	1.2369	1.2315
1504	0.0000	0.0000	0.0000
1505	1.0000	0.6184	0.6158
1506	2.0000	1.2369	1.2315
1507	2.0000	1.2369	1.2315
1508	2.0000	1.2369	1.2315
1509	1.0000	0.6184	0.6158
1510	2.0000	1.2369	1.2315
1511	1.0000	0.6184	0.6158
1512	2.0000	1.2369	1.2315
1513	1.0000	0.6184	0.6158
1514	2.0000	1.2369	1.2315
1515	2.0000	1.2369	1.2315
1516	1.0000	0.6184	0.6158
1517	2.0000	1.2369	1.2315
1518	2.0000	1.2369	1.2315
1519	2.0000	1.2369	1.2315
1520	1.0000	0.6184	0.6158
1521	2.0000	1.2369	1.2315
1522	2.0000	1.2369	1.2315
1523	2.0000	1.2369	1.2315
1524	2.0000	1.2369	1.2315
1525	2.0000	1.2369	1.2315
1526	2.0000	1.2369	1.2315
1527	1.0000	0.6184	0.6158
1528	0.0000	0.0000	0.0000
1529	1.0000	0.6184	0.6158
1530	1.0000	0.6184	0.6158
1531	1.0000	0.6184	0.6158
1532	0.0000	0.0000	0.0000
1533	2.0000	1.2369	1.2315
1534	2.0000	1.2369	1.2315
1535	2.0000	1.2369	1.2315
1536	2.0000	1.2369	1.2315
1537	1.0000	0.6184	0.6158
1538	1.0000	0.6184	0.6158
1539	2.0000	1.2369	1.2315
1540	2.0000	1.2369	1.2315
1541	2.0000	1.2369	1.2315
1542	2.0000	1.2369	1.2315
1543	2.0000	1.2369	1.2315
1544	2.0000	1.2369	1.2315
1545	1.0000	0.6184	0.6158
1546	2.0000	1.2369	1.2315
1547	2.0000	1.2369	1.2315
1548	2.0000	1.2369	1.2315
1549	2.0000	1.2369	1.2315
1550	2.0000	1.2369	1.2315
1551	2.0000	1.2369	1.2315
1552	2.0000	1.2369	1.2315
1553	2.0000	1.2369	1.2315
1554	1.0000	0.6184	0.6158
1555	2.0000	1.2369	1.2315
1556	2.0000	1.2369	1.2315
1557	1.0000	0.6184	0.6158
1558	2.0000	1.2369	1.2315
1559	1.0000	0.6184	0.6158
1560	1.0000	0.6184	0.6158
1561	2.0000	1.2369	1.2315
1562	2.0000	1.2369	1.2315
1563	1.0000	0.6184	0.6158
1564	2.0000	1.2369	1.2315
1565	2.0000	1.2369	1.2315
1566	1.0000	0.6184	0.6158
1567	2.0000	1.2369	1.2315
1568	2.0000	1.2369	1.2315
1569	2.0000	1.2369	1.2315
1570	2.0000	1.2369	1.2315
1571	2.0000	1.2369	1.2315
1572	2.0000	1.2369	1.2315
1573	2.0000	1.2369	1.2315
1574	2.0000	1.2369	1.2315
1575	1.0000	0.6184	0.6158
1576	2.0000	1.2369	1.2315
1577	2.0000	1.2369	1.2315
1578	1.0000	0.6184	0.6158
1579	2.0000	1.2369	1.2315
1580	2.0000	1.2369	1.2315
1581	2.0000	1.2369	1.2315
1582	0.0000	0.0000	0.0000
1583	2.0000	1.2369	1.2315
1584	2.0000	1.2369	1.2315
1585	1.0000	0.6184	0.6158
1586	1.0000	0.6184	0.6158
1587	2.0000	1.2369	1.2315
1588	2.0000	1.2369	1.2315
1589	2.0000	1.2369	1.2315
1590	2.0000	1.2369	1.2315
1591	2.0000	1.2369	1.2315
1592	2.0000	1.2369	1.2315
1593	2.0000	1.2369	1.2315
1594	2.0000	1.2369	1.2315
1595	1.0000	0.6184	0.6158
1596	2.0000	1.2369	1.2315
1597	1.0000	0.6184	0.6158
1598	2.0000	1.2369	1.2315
1599	1.0000	0.6184	0.6158
1600	2.0000	1.2369	1.2315
1601	2.0000	1.2369	1.2315
1602	2.0000	1.2369	1.2315
1603	2.0000	1.2369	1.2315
